League;Team;Player;Player_URL;Nation;Pos;Age;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR
Serie A;Monza;Marco D'Alessandro;https://fbref.com/en/players/060606ec/Marco-DAlessandro;;DF,FW;34;0;0;;;;;;;;;;
Serie A;Monza;Andrea Mazza;https://fbref.com/en/players/f93a544c/Andrea-Mazza;;GK;21;0;0;;;;;;;;;;
Serie A;Monza;Nicolò Postiglione;https://fbref.com/en/players/420959c2/Nicolo-Postiglione;;DF;20;0;0;;;;;;;;;;
Serie A;Monza;Endris Scaramelli;https://fbref.com/en/players/248c510c/Endris-Scaramelli;;MF;18;0;0;;;;;;;;;;
Serie A;Monza;Alessandro Sorrentino;https://fbref.com/en/players/8ef2452a/Alessandro-Sorrentino;;GK;23;0;0;;;;;;;;;;
Serie A;Monza;Andrea Vailati;https://fbref.com/en/players/9af34d98/Andrea-Vailati;;GK;17;0;0;;;;;;;;;;
La Liga;Barcelona;Pedri;https://fbref.com/en/players/0d9b2d31/Pedri;;MF;22;33;31;2,574;28.6;4;4;8;4;0;0;2;0
La Liga;Barcelona;Jules Koundé;https://fbref.com/en/players/4d1666ff/Jules-Kounde;;DF;26;32;29;2,605;28.9;2;3;5;2;0;0;4;0
La Liga;Barcelona;Robert Lewandowski;https://fbref.com/en/players/8d78e732/Robert-Lewandowski;;FW;36;31;29;2,442;27.1;25;2;27;22;3;4;1;0
La Liga;Barcelona;Raphinha;https://fbref.com/en/players/3423f250/Raphinha;;FW,MF;28;32;28;2,506;27.8;16;9;25;14;2;2;4;0
La Liga;Barcelona;Lamine Yamal;https://fbref.com/en/players/82ec26c1/Lamine-Yamal;;FW;17;31;27;2,496;27.7;6;12;18;6;0;0;3;0
La Liga;Barcelona;Pau Cubarsí;https://fbref.com/en/players/cc7888f3/Pau-Cubarsi;;DF;18;31;26;2,342;26.0;0;3;3;0;0;0;3;0
La Liga;Barcelona;Iñigo Martínez;https://fbref.com/en/players/3fc45c73/Inigo-Martinez;;DF;33;26;26;2,31;25.7;0;4;4;0;0;0;4;0
La Liga;Barcelona;Alejandro Balde;https://fbref.com/en/players/5ccc9672/Alejandro-Balde;;DF;21;28;25;2,08;23.1;0;4;4;0;0;0;2;0
La Liga;Barcelona;Marc Casado;https://fbref.com/en/players/2ef08833/Marc-Casado;;MF;21;23;20;1,611;17.9;1;3;4;1;0;0;4;1
La Liga;Barcelona;Iñaki Peña;https://fbref.com/en/players/cc1c5035/Inaki-Pena;;GK;26;15;14;1,306;14.5;0;0;0;0;0;0;1;0
La Liga;Barcelona;Wojciech Szczęsny;https://fbref.com/en/players/01b8a2b2/Wojciech-Szczesny;;GK;35;13;13;1,17;13.0;0;0;0;0;0;0;0;0
La Liga;Barcelona;Gavi;https://fbref.com/en/players/19cae58d/Gavi;;MF,FW;20;22;12;895;9.9;1;1;2;1;0;0;4;0
La Liga;Barcelona;Dani Olmo;https://fbref.com/en/players/ae44e8e2/Dani-Olmo;;MF,FW;27;21;11;1,027;11.4;9;2;11;8;1;1;0;0
La Liga;Barcelona;Ferrán Torres;https://fbref.com/en/players/9e1035f8/Ferran-Torres;;FW,MF;25;26;11;1,018;11.3;10;3;13;10;0;0;1;1
La Liga;Barcelona;Eric García;https://fbref.com/en/players/2bed3eab/Eric-Garcia;;MF,DF;24;25;10;1,236;13.7;1;2;3;1;0;0;3;0
La Liga;Barcelona;Fermin López;https://fbref.com/en/players/c1fe5f0b/Fermin-Lopez;;MF,FW;21;24;10;1,032;11.5;4;4;8;4;0;0;3;1
La Liga;Barcelona;Ronald Araújo;https://fbref.com/en/players/2bef2bca/Ronald-Araujo;;DF;26;10;9;641;7.1;1;1;2;1;0;0;2;0
La Liga;Barcelona;Gerard Martín;https://fbref.com/en/players/b792c59d/Gerard-Martin;;DF;23;24;8;882;9.8;1;3;4;1;0;0;2;0
La Liga;Barcelona;Frenkie de Jong;https://fbref.com/en/players/1bacc518/Frenkie-de-Jong;;MF;27;22;7;908;10.1;2;2;4;2;0;0;3;0
La Liga;Barcelona;Marc-André ter Stegen;https://fbref.com/en/players/6f51e382/Marc-Andre-ter-Stegen;;GK;33;7;7;584;6.5;0;0;0;0;0;0;0;0
La Liga;Barcelona;Héctor Fort;https://fbref.com/en/players/2e31f3a6/Hector-Fort;;DF;18;14;5;541;6.0;0;0;0;0;0;0;2;0
La Liga;Barcelona;Pablo Torre;https://fbref.com/en/players/04e531b6/Pablo-Torre;;MF,FW;22;10;4;310;3.4;3;1;4;3;0;0;0;0
La Liga;Barcelona;Marc Bernal;https://fbref.com/en/players/29117812/Marc-Bernal;;MF;17;3;3;242;2.7;0;0;0;0;0;0;2;0
La Liga;Barcelona;Ansu Fati;https://fbref.com/en/players/0ba976e4/Ansu-Fati;;FW;22;6;3;233;2.6;0;0;0;0;0;0;1;0
La Liga;Barcelona;Pau Victor Delgado;https://fbref.com/en/players/e6e7c819/Pau-Victor-Delgado;;FW;23;19;2;300;3.3;2;1;3;2;0;0;2;0
La Liga;Barcelona;Sergi Dominguez;https://fbref.com/en/players/88507352/Sergi-Dominguez;;DF;20;3;2;172;1.9;0;0;0;0;0;0;1;0
La Liga;Barcelona;Andreas Christensen;https://fbref.com/en/players/1cb49278/Andreas-Christensen;;DF;29;2;1;117;1.3;0;0;0;0;0;0;2;0
La Liga;Barcelona;Daniel Rodriguez;https://fbref.com/en/players/f9cbad15/Daniel-Rodriguez;;FW;19;1;1;37;0.4;0;0;0;0;0;0;0;0
La Liga;Barcelona;Ander Astralaga;https://fbref.com/en/players/031e0283/Ander-Astralaga;;GK;21;0;0;;;;;;;;;;
La Liga;Barcelona;Álvaro Cortés;https://fbref.com/en/players/2c6f1580/Alvaro-Cortes;;DF;19;0;0;;;;;;;;;;
La Liga;Barcelona;Andres Cuenca;https://fbref.com/en/players/2eefd1b3/Andres-Cuenca;;DF;17;0;0;;;;;;;;;;
La Liga;Barcelona;Noah Darvich;https://fbref.com/en/players/64f76c60/Noah-Darvich;;MF;18;0;0;;;;;;;;;;
La Liga;Barcelona;Landry Farré;https://fbref.com/en/players/47952f83/Landry-Farre;;DF;18;0;0;;;;;;;;;;
La Liga;Barcelona;Guillermo Fernandez;https://fbref.com/en/players/4390bf25/Guillermo-Fernandez;;MF;16;0;0;;;;;;;;;;
La Liga;Barcelona;Toni Fernández;https://fbref.com/en/players/285ff324/Toni-Fernandez;;MF;16;0;0;;;;;;;;;;
La Liga;Barcelona;Diego Kochen;https://fbref.com/en/players/497144d6/Diego-Kochen;;GK;19;0;0;;;;;;;;;;
La Liga;Barcelona;Alexis Olmedo;https://fbref.com/en/players/30426d5a/Alexis-Olmedo;;DF;19;0;0;;;;;;;;;;
La Liga;Barcelona;Álex Valle;https://fbref.com/en/players/97022551/Alex-Valle;;DF;21;0;0;;;;;;;;;;
La Liga;Barcelona;Áron Yaakobishvili;https://fbref.com/en/players/0b8c9180/Aron-Yaakobishvili;;GK;19;0;0;;;;;;;;;;
La Liga;Real Madrid;Federico Valverde;https://fbref.com/en/players/0959c2a2/Federico-Valverde;;MF,DF;26;32;30;2,672;29.7;6;4;10;6;0;0;3;0
La Liga;Real Madrid;Kylian Mbappé;https://fbref.com/en/players/42fd9c7f/Kylian-Mbappe;;FW;26;30;30;2,547;28.3;24;3;27;18;6;7;3;1
La Liga;Real Madrid;Thibaut Courtois;https://fbref.com/en/players/1840e36d/Thibaut-Courtois;;GK;32;28;28;2,52;28.0;0;0;0;0;0;0;1;0
La Liga;Real Madrid;Aurélien Tchouaméni;https://fbref.com/en/players/4f255115/Aurelien-Tchouameni;;DF,MF;25;29;28;2,454;27.3;0;0;0;0;0;0;4;0
La Liga;Real Madrid;Antonio Rüdiger;https://fbref.com/en/players/18b896d6/Antonio-Rudiger;;DF;32;29;26;2,291;25.5;0;0;0;0;0;0;3;0
La Liga;Real Madrid;Jude Bellingham;https://fbref.com/en/players/57d88cf9/Jude-Bellingham;;MF;21;28;26;2,218;24.6;8;8;16;7;1;2;4;1
La Liga;Real Madrid;Vinicius Júnior;https://fbref.com/en/players/7111d552/Vinicius-Junior;;FW;24;28;23;2,13;23.7;11;5;16;9;2;3;8;1
La Liga;Real Madrid;Lucas Vázquez;https://fbref.com/en/players/fd51b456/Lucas-Vazquez;;DF;33;29;23;2,016;22.4;1;5;6;1;0;0;4;0
La Liga;Real Madrid;Rodrygo;https://fbref.com/en/players/8f5e92a6/Rodrygo;;FW,MF;24;30;22;1,928;21.4;6;5;11;6;0;0;0;0
La Liga;Real Madrid;Fran Garcia;https://fbref.com/en/players/7226539b/Fran-Garcia;;DF;25;27;20;1,825;20.3;0;2;2;0;0;0;0;0
La Liga;Real Madrid;Raúl Asencio;https://fbref.com/en/players/4731cd4c/Raul-Asencio;;DF;22;20;15;1,427;15.9;0;1;1;0;0;0;2;0
La Liga;Real Madrid;Brahim Díaz;https://fbref.com/en/players/407feb71/Brahim-Diaz;;FW,MF;25;29;15;1,286;14.3;4;2;6;4;0;0;0;0
La Liga;Real Madrid;Luka Modrić;https://fbref.com/en/players/6025fab1/Luka-Modric;;MF;39;31;14;1,516;16.8;2;4;6;2;0;0;7;0
La Liga;Real Madrid;Ferland Mendy;https://fbref.com/en/players/3cefcaef/Ferland-Mendy;;DF;29;14;12;1,005;11.2;0;1;1;0;0;0;1;1
La Liga;Real Madrid;Dani Ceballos;https://fbref.com/en/players/c0617e2b/Dani-Ceballos;;MF;28;19;12;976;10.8;0;0;0;0;0;0;4;0
La Liga;Real Madrid;Eduardo Camavinga;https://fbref.com/en/players/7b9c2d84/Eduardo-Camavinga;;MF,DF;22;19;11;1,102;12.2;1;2;3;1;0;0;2;0
La Liga;Real Madrid;Éder Militão;https://fbref.com/en/players/2784f898/Eder-Militao;;DF;27;12;11;938;10.4;1;1;2;1;0;0;2;0
La Liga;Real Madrid;Arda Güler;https://fbref.com/en/players/3741ca58/Arda-Guler;;MF,FW;20;24;10;949;10.5;3;4;7;3;0;0;1;0
La Liga;Real Madrid;Dani Carvajal;https://fbref.com/en/players/4958bfb2/Dani-Carvajal;;DF;33;8;7;609;6.8;1;0;1;1;0;0;1;0
La Liga;Real Madrid;Andriy Lunin;https://fbref.com/en/players/3061e1ec/Andriy-Lunin;;GK;26;5;5;450;5.0;0;1;1;0;0;0;0;0
La Liga;Real Madrid;David Alaba;https://fbref.com/en/players/05439de2/David-Alaba;;DF;32;7;4;317;3.5;0;0;0;0;0;0;1;0
La Liga;Real Madrid;Endrick;https://fbref.com/en/players/a2728fbf/Endrick;;FW;18;19;1;226;2.5;1;0;1;1;0;0;1;0
La Liga;Real Madrid;Fran;https://fbref.com/en/players/5e550a91/Fran;;GK;19;1;1;90;1.0;0;0;0;0;0;0;0;0
La Liga;Real Madrid;Jacobo Ramón;https://fbref.com/en/players/4772b1d1/Jacobo-Ramon;;DF;20;1;0;24;0.3;0;0;0;0;0;0;1;0
La Liga;Real Madrid;Jesús Vallejo;https://fbref.com/en/players/c2111b45/Jesus-Vallejo;;DF;28;1;0;11;0.1;0;0;0;0;0;0;0;0
La Liga;Real Madrid;Chema;https://fbref.com/en/players/39ef21fa/Chema;;MF;20;1;0;8;0.1;0;0;0;0;0;0;0;0
La Liga;Real Madrid;Lorenzo Aguado;https://fbref.com/en/players/beae81e1/Lorenzo-Aguado;;DF;22;2;0;5;0.1;0;0;0;0;0;0;0;0
La Liga;Real Madrid;Daniel Yáñez;https://fbref.com/en/players/79310b33/Daniel-Yanez;;FW;18;1;0;2;0.0;0;0;0;0;0;0;0;0
La Liga;Real Madrid;Diego Aguado;https://fbref.com/en/players/2b16b2f5/Diego-Aguado;;DF;18;0;0;;;;;;;;;;
La Liga;Real Madrid;Gonzalo García;https://fbref.com/en/players/74c2d562/Gonzalo-Garcia;;MF;21;0;0;;;;;;;;;;
La Liga;Real Madrid;David Jiménez;https://fbref.com/en/players/aa2aab45/David-Jimenez;;DF;21;0;0;;;;;;;;;;
La Liga;Real Madrid;Youssef Lekhedim;https://fbref.com/en/players/8f6272c2/Youssef-Lekhedim;;DF;19;0;0;;;;;;;;;;
La Liga;Real Madrid;Sergio Mestre;https://fbref.com/en/players/b2cd9dff/Sergio-Mestre;;GK;20;0;0;;;;;;;;;;
La Liga;Real Madrid;Víctor Muñoz;https://fbref.com/en/players/f8b5680f/Victor-Munoz;;FW;21;0;0;;;;;;;;;;
La Liga;Real Madrid;Victor Valdepeñas;https://fbref.com/en/players/ad15a64d/Victor-Valdepenas;;DF;18;0;0;;;;;;;;;;
La Liga;Atlético Madrid;Jan Oblak;https://fbref.com/en/players/ee8508c0/Jan-Oblak;;GK;32;33;33;2,97;33.0;0;0;0;0;0;0;0;0
La Liga;Atlético Madrid;Antoine Griezmann;https://fbref.com/en/players/df69b544/Antoine-Griezmann;;FW,MF;34;34;28;2,336;26.0;8;6;14;7;1;2;2;0
La Liga;Atlético Madrid;Julián Álvarez;https://fbref.com/en/players/15ab5a2b/Julian-Alvarez;;FW;25;34;27;2,268;25.2;15;2;17;11;4;4;5;0
La Liga;Atlético Madrid;Pablo Barrios;https://fbref.com/en/players/45736cec/Pablo-Barrios;;MF;21;28;26;2,212;24.6;1;3;4;1;0;0;4;1
La Liga;Atlético Madrid;Marcos Llorente;https://fbref.com/en/players/02c15616/Marcos-Llorente;;DF,MF;30;29;24;2,153;23.9;2;4;6;2;0;0;0;1
La Liga;Atlético Madrid;Giuliano Simeone;https://fbref.com/en/players/a6536561/Giuliano-Simeone;;MF;22;29;23;1,706;19.0;2;6;8;2;0;0;4;0
La Liga;Atlético Madrid;Robin Le Normand;https://fbref.com/en/players/9a64e67e/Robin-Le-Normand;;DF;28;24;21;1,881;20.9;0;0;0;0;0;0;8;0
La Liga;Atlético Madrid;Clément Lenglet;https://fbref.com/en/players/4f28a6ff/Clement-Lenglet;;DF;29;21;21;1,792;19.9;1;1;2;1;0;0;9;0
La Liga;Atlético Madrid;Rodrigo De Paul;https://fbref.com/en/players/162efffd/Rodrigo-De-Paul;;MF;30;30;19;1,797;20.0;3;4;7;3;0;0;6;0
La Liga;Atlético Madrid;Conor Gallagher;https://fbref.com/en/players/c2731c10/Conor-Gallagher;;MF;25;28;19;1,55;17.2;3;2;5;3;0;0;2;0
La Liga;Atlético Madrid;José María Giménez;https://fbref.com/en/players/f0da930c/Jose-Maria-Gimenez;;DF;30;25;18;1,819;20.2;0;1;1;0;0;0;5;0
La Liga;Atlético Madrid;Javi Galán;https://fbref.com/en/players/a4b00319/Javi-Galan;;DF;30;22;18;1,559;17.3;0;2;2;0;0;0;8;0
La Liga;Atlético Madrid;Samuel Lino;https://fbref.com/en/players/2a295d33/Samuel-Lino;;MF,DF;25;27;18;1,292;14.4;3;2;5;3;0;0;3;0
La Liga;Atlético Madrid;Koke;https://fbref.com/en/players/55126f3b/Koke;;MF;33;28;16;1,614;17.9;1;1;2;1;0;0;4;0
La Liga;Atlético Madrid;Nahuel Molina;https://fbref.com/en/players/23610943/Nahuel-Molina;;DF;27;26;16;1,443;16.0;0;3;3;0;0;0;0;0
La Liga;Atlético Madrid;Alexander Sørloth;https://fbref.com/en/players/e92cd3f7/Alexander-Sorloth;;FW;29;31;12;1,329;14.8;13;2;15;12;1;1;4;0
La Liga;Atlético Madrid;Reinildo Mandava;https://fbref.com/en/players/c20bdcd7/Reinildo-Mandava;;DF;31;19;10;941;10.5;0;0;0;0;0;0;4;0
La Liga;Atlético Madrid;César Azpilicueta;https://fbref.com/en/players/53cad200/Cesar-Azpilicueta;;DF;35;12;9;740;8.2;1;0;1;1;0;0;1;0
La Liga;Atlético Madrid;Axel Witsel;https://fbref.com/en/players/5dfc6ad5/Axel-Witsel;;DF;36;12;8;761;8.5;0;1;1;0;0;0;1;0
La Liga;Atlético Madrid;Rodrigo Riquelme;https://fbref.com/en/players/65154df0/Rodrigo-Riquelme;;MF,DF;25;16;4;516;5.7;0;1;1;0;0;0;0;0
La Liga;Atlético Madrid;Ángel Correa;https://fbref.com/en/players/01eb744d/Angel-Correa;;FW,MF;30;27;3;729;8.1;3;1;4;3;0;0;3;1
La Liga;Atlético Madrid;Juan Musso;https://fbref.com/en/players/a111cf41/Juan-Musso;;GK;31;1;1;90;1.0;0;0;0;0;0;0;0;0
La Liga;Atlético Madrid;Thomas Lemar;https://fbref.com/en/players/4dbd0916/Thomas-Lemar;;MF;29;4;0;62;0.7;0;0;0;0;0;0;0;0
La Liga;Atlético Madrid;Adrian Niño;https://fbref.com/en/players/5b9067c9/Adrian-Nino;;FW;20;1;0;12;0.1;0;0;0;0;0;0;0;0
La Liga;Atlético Madrid;Rayane Belaid;https://fbref.com/en/players/b8be4b5f/Rayane-Belaid;;DF;20;0;0;;;;;;;;;;
La Liga;Atlético Madrid;Aitor Gismera;https://fbref.com/en/players/73df4173/Aitor-Gismera;;MF;21;0;0;;;;;;;;;;
La Liga;Atlético Madrid;Antonio Gomis;https://fbref.com/en/players/f0f4671c/Antonio-Gomis;;GK;21;0;0;;;;;;;;;;
La Liga;Atlético Madrid;Alejandro Iturbe;https://fbref.com/en/players/d58f4c7a/Alejandro-Iturbe;;GK;21;0;0;;;;;;;;;;
La Liga;Atlético Madrid;Omar Janneh;https://fbref.com/en/players/bd4e074e/Omar-Janneh;;FW;18;0;0;;;;;;;;;;
La Liga;Atlético Madrid;Ilias Kostis;https://fbref.com/en/players/9b94c838/Ilias-Kostis;;DF;22;0;0;;;;;;;;;;
La Liga;Atlético Madrid;Horaţiu Moldovan;https://fbref.com/en/players/771ded26/Horatiu-Moldovan;;GK;27;0;0;;;;;;;;;;
La Liga;Atlético Madrid;Javier Serrano;https://fbref.com/en/players/0a8fd9cb/Javier-Serrano;;MF;22;0;0;;;;;;;;;;
La Liga;Atlético Madrid;Gerónimo Spina;https://fbref.com/en/players/5c76ec4d/Geronimo-Spina;;DF;20;0;0;;;;;;;;;;
La Liga;Atlético Madrid;Arthur Vermeeren;https://fbref.com/en/players/722494dc/Arthur-Vermeeren;;MF;20;0;0;;;;;;;;;;
La Liga;Athletic Club;Iñaki Williams;https://fbref.com/en/players/6a99e0b1/Inaki-Williams;;FW;30;33;29;2,614;29.0;6;8;14;6;0;0;1;0
La Liga;Athletic Club;Daniel Vivian;https://fbref.com/en/players/ab7bf91d/Daniel-Vivian;;DF;25;28;25;2,309;25.7;3;0;3;3;0;0;3;0
La Liga;Athletic Club;Álex Berenguer;https://fbref.com/en/players/dc1c2fce/Alex-Berenguer;;FW,MF;29;33;25;2,07;23.0;5;7;12;5;0;1;5;0
La Liga;Athletic Club;Mikel Jauregizar;https://fbref.com/en/players/2f5c78ca/Mikel-Jauregizar;;MF;21;30;22;1,963;21.8;2;1;3;2;0;0;4;1
La Liga;Athletic Club;Nico Williams;https://fbref.com/en/players/afdc14d7/Nico-Williams;;FW;22;28;21;1,917;21.3;5;5;10;5;0;0;1;0
La Liga;Athletic Club;Beñat Prados;https://fbref.com/en/players/1f60244a/Benat-Prados;;MF;24;28;20;1,613;17.9;1;0;1;1;0;0;7;0
La Liga;Athletic Club;Gorka Guruzeta;https://fbref.com/en/players/6b5ea2f4/Gorka-Guruzeta;;FW;28;33;19;1,633;18.1;6;2;8;6;0;0;2;0
La Liga;Athletic Club;Aitor Paredes;https://fbref.com/en/players/b906757a/Aitor-Paredes;;DF;25;21;19;1,632;18.1;3;0;3;3;0;0;4;1
La Liga;Athletic Club;Yuri Berchiche;https://fbref.com/en/players/b6e50615/Yuri-Berchiche;;DF;35;26;18;1,684;18.7;0;2;2;0;0;0;4;0
La Liga;Athletic Club;Yeray Álvarez;https://fbref.com/en/players/3ecc11d8/Yeray-Alvarez;;DF;30;19;18;1,601;17.8;1;0;1;1;0;0;4;0
La Liga;Athletic Club;Oihan Sancet;https://fbref.com/en/players/bdb624a3/Oihan-Sancet;;MF;25;25;18;1,47;16.3;15;1;16;12;3;3;2;0
La Liga;Athletic Club;Unai Simón;https://fbref.com/en/players/5dcf3e90/Unai-Simon;;GK;27;17;17;1,53;17.0;0;0;0;0;0;0;0;0
La Liga;Athletic Club;Andoni Gorosabel;https://fbref.com/en/players/6f5f82c0/Andoni-Gorosabel;;DF;28;19;16;1,4;15.6;0;2;2;0;0;0;5;0
La Liga;Athletic Club;Óscar de Marcos;https://fbref.com/en/players/9f323c71/Oscar-de-Marcos;;DF;36;23;15;1,381;15.3;0;4;4;0;0;0;0;0
La Liga;Athletic Club;Iñigo Ruiz de Galarreta;https://fbref.com/en/players/91f7631f/Inigo-Ruiz-de-Galarreta;;MF;31;22;15;1,247;13.9;0;4;4;0;0;0;5;0
La Liga;Athletic Club;Julen Agirrezabala;https://fbref.com/en/players/a2c1a8d3/Julen-Agirrezabala;;GK;24;14;14;1,206;13.4;0;0;0;0;0;0;1;1
La Liga;Athletic Club;Unai Gómez;https://fbref.com/en/players/37db6cae/Unai-Gomez;;MF,FW;21;28;12;1,104;12.3;1;2;3;1;0;0;1;0
La Liga;Athletic Club;Adama Boiro;https://fbref.com/en/players/e7992f7b/Adama-Boiro;;DF;22;16;12;1,004;11.2;0;0;0;0;0;0;2;0
La Liga;Athletic Club;Mikel Vesga;https://fbref.com/en/players/b0fce72c/Mikel-Vesga;;MF;31;22;9;881;9.8;0;0;0;0;0;1;1;0
La Liga;Athletic Club;Iñigo Lekue;https://fbref.com/en/players/59b7d823/Inigo-Lekue;;DF;32;13;7;680;7.6;0;0;0;0;0;0;1;0
La Liga;Athletic Club;Álvaro djaló;https://fbref.com/en/players/45c29ae7/Alvaro-djalo;;FW;25;16;6;605;6.7;1;0;1;1;0;0;1;0
La Liga;Athletic Club;Unai Núñez;https://fbref.com/en/players/be170419/Unai-Nunez;;DF;28;8;6;583;6.5;0;0;0;0;0;0;4;0
La Liga;Athletic Club;Maroan Sannadi;https://fbref.com/en/players/bea2537a/Maroan-Sannadi;;FW;24;12;4;510;5.7;1;1;2;1;0;0;0;0
La Liga;Athletic Club;Alex Padilla;https://fbref.com/en/players/a275838a/Alex-Padilla;;GK;21;5;3;321;3.6;0;0;0;0;0;0;0;0
La Liga;Athletic Club;Ander Herrera;https://fbref.com/en/players/436a9dd0/Ander-Herrera;;MF;35;8;2;273;3.0;0;0;0;0;0;1;2;0
La Liga;Athletic Club;Peio Canales;https://fbref.com/en/players/3b5d2ab7/Peio-Canales;;MF,FW;20;7;1;193;2.1;0;0;0;0;0;0;0;0
La Liga;Athletic Club;Nicolás Serrano;https://fbref.com/en/players/2ad0e5e5/Nicolas-Serrano;;FW;22;4;1;112;1.2;0;0;0;0;0;0;0;0
La Liga;Athletic Club;Javi Martón;https://fbref.com/en/players/2381eead/Javi-Marton;;FW,MF;26;3;0;53;0.6;0;0;0;0;0;0;1;0
La Liga;Athletic Club;Adu Ares;https://fbref.com/en/players/a461f098/Adu-Ares;;FW;23;1;0;19;0.2;0;0;0;0;0;0;0;0
La Liga;Athletic Club;Endika Buján;https://fbref.com/en/players/72699f75/Endika-Bujan;;FW;22;1;0;7;0.1;0;0;0;0;0;0;0;0
La Liga;Athletic Club;Unai Eguíluz;https://fbref.com/en/players/bb33af5c/Unai-Eguiluz;;DF;23;0;0;;;;;;;;;;
La Liga;Athletic Club;Oier Gastesi;https://fbref.com/en/players/4420bcfe/Oier-Gastesi;;GK;21;0;0;;;;;;;;;;
La Liga;Athletic Club;Ander Izagirre;https://fbref.com/en/players/1bf22c2b/Ander-Izagirre;;DF;21;0;0;;;;;;;;;;
La Liga;Athletic Club;Aingeru Olabarrieta;https://fbref.com/en/players/b7e92b0e/Aingeru-Olabarrieta;;FW;19;0;0;;;;;;;;;;
La Liga;Villarreal;Sergi Cardona;https://fbref.com/en/players/74e90475/Sergi-Cardona;;DF;25;32;32;2,764;30.7;1;7;8;1;0;0;11;0
La Liga;Villarreal;Santi Comesaña;https://fbref.com/en/players/5ae499d0/Santi-Comesana;;MF;28;32;28;2,353;26.1;3;2;5;3;0;0;7;0
La Liga;Villarreal;Kiko Femenía;https://fbref.com/en/players/e5d01ecf/Kiko-Femenia;;DF;34;28;27;2,227;24.7;0;1;1;0;0;0;7;0
La Liga;Villarreal;Alex Baena;https://fbref.com/en/players/518f2234/Alex-Baena;;MF;23;28;26;2,269;25.2;6;8;14;6;0;1;9;0
La Liga;Villarreal;Logan Costa;https://fbref.com/en/players/bfb2056e/Logan-Costa;;DF;24;28;24;2,227;24.7;2;0;2;2;0;0;3;0
La Liga;Villarreal;Thierno Barry;https://fbref.com/en/players/52c3244b/Thierno-Barry;;FW;22;33;24;2,188;24.3;11;3;14;10;1;1;4;0
La Liga;Villarreal;Daniel Parejo;https://fbref.com/en/players/7460ca0d/Daniel-Parejo;;MF;36;32;24;2,092;23.2;3;3;6;2;1;2;7;0
La Liga;Villarreal;Pape Gueye;https://fbref.com/en/players/7155e3e1/Pape-Gueye;;MF;26;30;23;1,982;22.0;2;0;2;2;0;0;5;2
La Liga;Villarreal;Diego Conde;https://fbref.com/en/players/4eae5bc4/Diego-Conde;;GK;26;21;21;1,872;20.8;0;1;1;0;0;0;2;0
La Liga;Villarreal;Yeremi Pino;https://fbref.com/en/players/540ec57b/Yeremi-Pino;;MF;22;30;21;1,661;18.5;3;5;8;3;0;0;10;0
La Liga;Villarreal;Ayoze Pérez;https://fbref.com/en/players/819aa8e7/Ayoze-Perez;;FW;31;27;19;1,763;19.6;16;2;18;16;0;0;3;0
La Liga;Villarreal;Juan Foyth;https://fbref.com/en/players/6c7762c3/Juan-Foyth;;DF;27;16;14;1,247;13.9;1;0;1;1;0;0;4;0
La Liga;Villarreal;Raúl Albiol;https://fbref.com/en/players/4bd414c1/Raul-Albiol;;DF;39;15;14;1,188;13.2;0;0;0;0;0;0;5;0
La Liga;Villarreal;Luiz Lúcio Reis Júnior;https://fbref.com/en/players/d0530e29/Luiz-Lucio-Reis-Junior;;GK;24;14;13;1,188;13.2;0;0;0;0;0;0;2;0
La Liga;Villarreal;Nicolas Pépé;https://fbref.com/en/players/57e3f0c7/Nicolas-Pepe;;FW,MF;29;24;12;1,227;13.6;2;5;7;2;0;0;3;0
La Liga;Villarreal;Willy Kambwala;https://fbref.com/en/players/6a7353d7/Willy-Kambwala;;DF;20;15;11;937;10.4;0;0;0;0;0;0;1;1
La Liga;Villarreal;Eric Bailly;https://fbref.com/en/players/a1232f4e/Eric-Bailly;;DF;31;12;8;617;6.9;0;0;0;0;0;0;2;1
La Liga;Villarreal;Ilias Akhomach;https://fbref.com/en/players/b8bd60fe/Ilias-Akhomach;;MF,FW;21;11;7;584;6.5;1;0;1;1;0;0;1;0
La Liga;Villarreal;Gerard Moreno;https://fbref.com/en/players/81f0781e/Gerard-Moreno;;FW;33;14;6;648;7.2;3;1;4;0;3;3;0;0
La Liga;Villarreal;Denis Suárez;https://fbref.com/en/players/12c50af5/Denis-Suarez;;MF;31;20;6;528;5.9;1;1;2;1;0;0;0;0
La Liga;Villarreal;Pau Navarro;https://fbref.com/en/players/3171351c/Pau-Navarro;;DF;20;13;4;646;7.2;0;0;0;0;0;0;1;0
La Liga;Villarreal;Tajon Buchanan;https://fbref.com/en/players/3aca6420/Tajon-Buchanan;;MF;26;10;3;297;3.3;0;1;1;0;0;0;2;0
La Liga;Villarreal;Arnaut Danjuma;https://fbref.com/en/players/f08490a6/Arnaut-Danjuma;;FW;28;3;3;200;2.2;2;0;2;2;0;0;1;0
La Liga;Villarreal;Alfonso Pedraza;https://fbref.com/en/players/63f04c6c/Alfonso-Pedraza;;DF,MF;29;9;2;281;3.1;0;0;0;0;0;0;0;0
La Liga;Villarreal;Juan Bernat;https://fbref.com/en/players/433dc9a2/Juan-Bernat;;DF,MF;32;10;1;212;2.4;0;1;1;0;0;0;0;0
