League;Team;Player;Player_URL;Nation;Pos;Age;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR
Premier League;Nott'ham Forest;Morgan Gibbs-White;https://fbref.com/en/players/32f60ed8/Morgan-Gibbs-White;;MF;25;31;31;2,541;28.2;5;7;12;5;0;0;11;1
Premier League;Nott'ham Forest;Elliot Anderson;https://fbref.com/en/players/de31038e/Elliot-Anderson;;MF;22;34;30;2,467;27.4;2;6;8;2;0;0;7;0
Premier League;Nott'ham Forest;Anthony Elanga;https://fbref.com/en/players/2fba6108/Anthony-Elanga;;FW,MF;23;35;28;2,232;24.8;6;9;15;6;0;0;1;0
Premier League;Nott'ham Forest;Neco Williams;https://fbref.com/en/players/dd323728/Neco-Williams;;DF;24;32;25;2,324;25.8;1;3;4;1;0;0;7;0
Premier League;Nott'ham Forest;Callum Hudson-Odoi;https://fbref.com/en/players/15f3ec41/Callum-Hudson-Odoi;;FW,MF;24;29;25;2,152;23.9;5;2;7;5;0;0;2;0
Premier League;Nott'ham Forest;Nicolás Domínguez;https://fbref.com/en/players/20b3a502/Nicolas-Dominguez;;MF,FW;26;31;20;1,734;19.3;0;1;1;0;0;0;9;0
Premier League;Nott'ham Forest;Ryan Yates;https://fbref.com/en/players/c1fe2a48/Ryan-Yates;;MF;27;32;18;1,874;20.8;2;1;3;2;0;0;10;0
Premier League;Nott'ham Forest;Álex Moreno;https://fbref.com/en/players/16e9d0ea/Alex-Moreno;;DF,MF;31;15;11;955;10.6;0;1;1;0;0;0;2;0
Premier League;Nott'ham Forest;Jota Silva;https://fbref.com/en/players/4d77e622/Jota-Silva;;FW,MF;25;28;5;844;9.4;3;1;4;3;0;0;5;0
Premier League;Nott'ham Forest;Morato;https://fbref.com/en/players/0f41e2ee/Morato;;DF;23;24;5;809;9.0;0;0;0;0;0;0;3;0
Premier League;Nott'ham Forest;James Ward-Prowse;https://fbref.com/en/players/3515d404/James-Ward-Prowse;;MF;30;9;5;400;4.4;0;1;1;0;0;0;2;1
Premier League;Nott'ham Forest;Danilo;https://fbref.com/en/players/a816dbfb/Danilo;;MF,FW;24;7;5;267;3.0;0;0;0;0;0;0;0;0
Premier League;Nott'ham Forest;Ibrahim Sangaré;https://fbref.com/en/players/bced0375/Ibrahim-Sangare;;MF;27;10;4;370;4.1;0;1;1;0;0;0;3;0
Premier League;Nott'ham Forest;Taiwo Awoniyi;https://fbref.com/en/players/e5478b87/Taiwo-Awoniyi;;FW;27;25;3;408;4.5;1;0;1;1;0;0;0;0
Premier League;Nott'ham Forest;Ramón Sosa;https://fbref.com/en/players/2d3417a1/Ramon-Sosa;;FW,MF;25;19;1;295;3.3;1;0;1;1;0;0;1;0
Premier League;Nott'ham Forest;Willy Boly;https://fbref.com/en/players/a4ac4b8f/Willy-Boly;;DF;34;6;1;150;1.7;0;0;0;0;0;0;1;0
Premier League;Nott'ham Forest;Harry Toffolo;https://fbref.com/en/players/a105d46a/Harry-Toffolo;;DF;29;4;1;137;1.5;0;0;0;0;0;0;1;0
Premier League;Nott'ham Forest;Eric da Silva Moreira;https://fbref.com/en/players/0a4f579a/Eric-da-Silva-Moreira;;MF,DF;19;2;0;30;0.3;0;0;0;0;0;0;0;0
Premier League;Nott'ham Forest;Zach Abbott;https://fbref.com/en/players/c103921a/Zach-Abbott;;DF;18;0;0;;;;;;;;;;
Premier League;Nott'ham Forest;Wayne Hennessey;https://fbref.com/en/players/76eca7e2/Wayne-Hennessey;;GK;38;0;0;;;;;;;;;;
Premier League;Nott'ham Forest;Carlos Miguel;https://fbref.com/en/players/84454067/Carlos-Miguel;;GK;26;0;0;;;;;;;;;;
Premier League;Nott'ham Forest;Andrew Omobamidele;https://fbref.com/en/players/c393a6c4/Andrew-Omobamidele;;DF;22;0;0;;;;;;;;;;
Premier League;Aston Villa;Youri Tielemans;https://fbref.com/en/players/56f7a928/Youri-Tielemans;;MF;28;35;35;2,997;33.3;3;7;10;3;0;1;4;0
Premier League;Aston Villa;Emiliano Martínez;https://fbref.com/en/players/7956236f/Emiliano-Martinez;;GK;32;34;34;2,97;33.0;0;0;0;0;0;0;4;0
Premier League;Aston Villa;Morgan Rogers;https://fbref.com/en/players/2e5915f1/Morgan-Rogers;;FW,MF;22;34;34;2,853;31.7;8;8;16;8;0;0;9;0
Premier League;Aston Villa;Ezri Konsa;https://fbref.com/en/players/0313a347/Ezri-Konsa;;DF;27;31;30;2,666;29.6;1;0;1;1;0;0;0;0
Premier League;Aston Villa;Ollie Watkins;https://fbref.com/en/players/aed3a70f/Ollie-Watkins;;FW;29;35;28;2,333;25.9;15;7;22;13;2;2;2;0
Premier League;Aston Villa;Lucas Digne;https://fbref.com/en/players/1b84dbe1/Lucas-Digne;;DF;31;31;27;2,261;25.1;0;4;4;0;0;0;4;0
Premier League;Aston Villa;John McGinn;https://fbref.com/en/players/90f91999/John-McGinn;;MF,FW;30;31;25;2,052;22.8;1;4;5;1;0;0;7;0
Premier League;Aston Villa;Pau Torres;https://fbref.com/en/players/532e1e4f/Pau-Torres;;DF;28;21;21;1,819;20.2;0;0;0;0;0;0;1;0
Premier League;Aston Villa;Matty Cash;https://fbref.com/en/players/2389cdc2/Matty-Cash;;DF;27;24;21;1,8;20.0;1;1;2;1;0;0;6;0
Premier League;Aston Villa;Jacob Ramsey;https://fbref.com/en/players/1544f145/Jacob-Ramsey;;FW,MF;23;27;18;1,516;16.8;1;3;4;1;0;0;2;0
Premier League;Aston Villa;Boubacar Kamara;https://fbref.com/en/players/cc77354e/Boubacar-Kamara;;MF;25;23;17;1,463;16.3;0;0;0;0;0;0;2;0
Premier League;Aston Villa;Amadou Onana;https://fbref.com/en/players/828657ff/Amadou-Onana;;MF;23;23;17;1,378;15.3;3;0;3;3;0;0;4;0
Premier League;Aston Villa;Leon Bailey;https://fbref.com/en/players/3a233281/Leon-Bailey;;FW,MF;27;23;14;1,138;12.6;1;2;3;1;0;0;3;0
Premier League;Aston Villa;Tyrone Mings;https://fbref.com/en/players/8397a50c/Tyrone-Mings;;DF;32;13;11;1,051;11.7;0;0;0;0;0;0;1;0
Premier League;Aston Villa;Ian Maatsen;https://fbref.com/en/players/cab9634e/Ian-Maatsen;;DF;23;26;8;957;10.6;1;2;3;1;0;0;2;0
Premier League;Aston Villa;Diego Carlos;https://fbref.com/en/players/b4a014b1/Diego-Carlos;;DF;32;10;8;830;9.2;0;0;0;0;0;0;1;0
Premier League;Aston Villa;Marco Asensio;https://fbref.com/en/players/45af8a54/Marco-Asensio;;MF,FW;29;10;6;540;6.0;3;1;4;3;0;2;1;0
Premier League;Aston Villa;Axel Disasi;https://fbref.com/en/players/ad82197c/Axel-Disasi;;DF;27;7;5;490;5.4;0;0;0;0;0;0;2;0
Premier League;Aston Villa;Lamare Bogarde;https://fbref.com/en/players/bca5c4a7/Lamare-Bogarde;;DF,MF;21;8;5;476;5.3;0;0;0;0;0;0;2;0
Premier League;Aston Villa;Andrés García;https://fbref.com/en/players/40498af1/Andres-Garcia;;DF,MF;22;7;5;318;3.5;0;0;0;0;0;0;0;0
Premier League;Aston Villa;Jáder Durán;https://fbref.com/en/players/414184f7/Jader-Duran;;FW;21;20;4;638;7.1;7;0;7;7;0;0;3;1
Premier League;Aston Villa;Marcus Rashford;https://fbref.com/en/players/a1d5bd30/Marcus-Rashford;;FW;27;10;4;444;4.9;2;2;4;1;1;1;0;0
Premier League;Aston Villa;Ross Barkley;https://fbref.com/en/players/3a24769f/Ross-Barkley;;MF;31;18;3;571;6.3;3;1;4;3;0;0;3;0
Premier League;Aston Villa;Jaden Philogene Bidace;https://fbref.com/en/players/19f4d211/Jaden-Philogene-Bidace;;FW,MF;23;11;2;332;3.7;0;0;0;0;0;0;4;1
Premier League;Aston Villa;Donyell Malen;https://fbref.com/en/players/116c35df/Donyell-Malen;;FW;26;12;2;293;3.3;3;0;3;3;0;0;0;0
Premier League;Aston Villa;Robin Olsen;https://fbref.com/en/players/e7ee38c3/Robin-Olsen;;GK;35;3;1;180;2.0;0;0;0;0;0;0;0;0
Premier League;Aston Villa;Kosta Nedeljković;https://fbref.com/en/players/c70be9cf/Kosta-Nedeljkovic;;DF;19;5;0;126;1.4;0;0;0;0;0;0;0;0
Premier League;Aston Villa;Emi Buendía;https://fbref.com/en/players/66b76d44/Emi-Buendia;;MF,FW;28;12;0;98;1.1;0;0;0;0;0;0;1;0
Premier League;Aston Villa;Benjamin Broggio;https://fbref.com/en/players/cdf9e86a/Benjamin-Broggio;;FW;18;0;0;;;;;;;;;;
Premier League;Aston Villa;Joe Gauci;https://fbref.com/en/players/5600c774/Joe-Gauci;;GK;24;0;0;;;;;;;;;;
Premier League;Aston Villa;Jamaldeen Jimoh;https://fbref.com/en/players/1e711234/Jamaldeen-Jimoh;;MF;18;0;0;;;;;;;;;;
Premier League;Aston Villa;Sil Swinkels;https://fbref.com/en/players/a42f6058/Sil-Swinkels;;DF;21;0;0;;;;;;;;;;
Premier League;Aston Villa;Kadan Young;https://fbref.com/en/players/91c75917/Kadan-Young;;MF;19;0;0;;;;;;;;;;
Premier League;Aston Villa;Oliwier Zych;https://fbref.com/en/players/be18d79f/Oliwier-Zych;;GK;20;0;0;;;;;;;;;;
Premier League;Bournemouth;Milos Kerkez;https://fbref.com/en/players/0ad53bdc/Milos-Kerkez;;DF;21;35;35;3,077;34.2;2;5;7;2;0;0;4;0
Premier League;Bournemouth;Antoine Semenyo;https://fbref.com/en/players/efd2ec23/Antoine-Semenyo;;FW;25;34;33;2,933;32.6;9;5;14;9;0;0;9;0
Premier League;Bournemouth;Illia Zabarnyi;https://fbref.com/en/players/88968486/Illia-Zabarnyi;;DF;22;33;32;2,842;31.6;0;0;0;0;0;0;3;1
Premier League;Bournemouth;Lewis Cook;https://fbref.com/en/players/2afc7272/Lewis-Cook;;MF,DF;28;34;30;2,816;31.3;1;3;4;1;0;0;8;0
Premier League;Bournemouth;Kepa Arrizabalaga;https://fbref.com/en/players/28d596a0/Kepa-Arrizabalaga;;GK;30;28;28;2,52;28.0;0;0;0;0;0;0;3;0
Premier League;Bournemouth;Justin Kluivert;https://fbref.com/en/players/4c3a6744/Justin-Kluivert;;MF,FW;26;31;27;2,161;24.0;12;6;18;6;6;6;8;0
Premier League;Bournemouth;Ryan Christie;https://fbref.com/en/players/26ce2263/Ryan-Christie;;MF;30;29;27;2,117;23.5;2;3;5;2;0;0;9;0
Premier League;Bournemouth;Evanilson;https://fbref.com/en/players/6f3cc2fe/Evanilson;;FW;25;28;25;2,058;22.9;10;1;11;10;0;1;1;1
Premier League;Bournemouth;Dean Huijsen;https://fbref.com/en/players/87278bce/Dean-Huijsen;;DF;20;29;24;2,234;24.8;3;1;4;3;0;0;8;0
Premier League;Bournemouth;Dango Ouattara;https://fbref.com/en/players/2f9e4435/Dango-Ouattara;;FW;23;32;21;2,005;22.3;7;4;11;7;0;0;3;0
Premier League;Bournemouth;Tyler Adams;https://fbref.com/en/players/2b09d998/Tyler-Adams;;MF;26;25;18;1,71;19.0;0;3;3;0;0;0;7;0
Premier League;Bournemouth;Marcus Tavernier;https://fbref.com/en/players/5c0da4a4/Marcus-Tavernier;;FW,MF;26;26;17;1,67;18.6;3;5;8;3;0;0;5;0
Premier League;Bournemouth;Adam Smith;https://fbref.com/en/players/20b104bc/Adam-Smith;;DF;34;22;17;1,409;15.7;0;0;0;0;0;0;6;0
Premier League;Bournemouth;Marcos Senesi;https://fbref.com/en/players/35141f4c/Marcos-Senesi;;DF;27;15;12;1,014;11.3;0;0;0;0;0;0;5;0
Premier League;Bournemouth;David Brooks;https://fbref.com/en/players/dc4cae05/David-Brooks;;FW,MF;27;26;8;832;9.2;2;0;2;2;0;0;3;0
Premier League;Bournemouth;Alex Scott;https://fbref.com/en/players/104d0bb8/Alex-Scott;;MF;21;18;7;709;7.9;0;0;0;0;0;0;2;0
Premier League;Bournemouth;James Hill;https://fbref.com/en/players/69942fb3/James-Hill;;DF;23;10;6;448;5.0;0;1;1;0;0;0;1;0
Premier League;Bournemouth;Julian Araujo;https://fbref.com/en/players/8f4541c2/Julian-Araujo;;DF;23;10;6;426;4.7;0;0;0;0;0;0;1;0
Premier League;Bournemouth;Mark Travers;https://fbref.com/en/players/fe558029/Mark-Travers;;GK;25;5;5;450;5.0;0;0;0;0;0;0;0;0
Premier League;Bournemouth;Enes Ünal;https://fbref.com/en/players/f8eca1b6/Enes-Unal;;FW,MF;27;17;2;345;3.8;2;1;3;2;0;0;2;0
Premier League;Bournemouth;Neto;https://fbref.com/en/players/a9dc785c/Neto;;GK;35;2;2;180;2.0;0;0;0;0;0;0;0;0
Premier League;Bournemouth;Luis Sinisterra;https://fbref.com/en/players/8e16dd48/Luis-Sinisterra;;FW,MF;25;12;1;236;2.6;1;1;2;1;0;0;0;0
Premier League;Bournemouth;Philip Billing;https://fbref.com/en/players/d328a254/Philip-Billing;;MF;28;10;1;184;2.0;0;0;0;0;0;0;1;0
Premier League;Bournemouth;Max Aarons;https://fbref.com/en/players/774cf58b/Max-Aarons;;DF;25;3;1;86;1.0;0;0;0;0;0;0;0;0
Premier League;Bournemouth;Daniel Jebbison;https://fbref.com/en/players/03edb878/Daniel-Jebbison;;FW;21;13;0;80;0.9;0;0;0;0;0;0;1;0
Premier League;Bournemouth;Ben Winterburn;https://fbref.com/en/players/ba31eee2/Ben-Winterburn;;FW,MF;20;3;0;23;0.3;0;0;0;0;0;0;0;0
Premier League;Bournemouth;Julio Soler;https://fbref.com/en/players/98c8559a/Julio-Soler;;FW;20;1;0;2;0.0;0;0;0;0;0;0;0;0
Premier League;Bournemouth;Remy Rees-Dottin;https://fbref.com/en/players/1db75ccb/Remy-Rees-Dottin;;FW;19;1;0;1;0.0;0;0;0;0;0;0;0;0
Premier League;Bournemouth;Zain Silcott-Duberry;https://fbref.com/en/players/2f5fa231/Zain-Silcott-Duberry;;FW;19;1;0;1;0.0;0;0;0;0;0;0;0;0
Premier League;Bournemouth;Daniel Adu-Adjei;https://fbref.com/en/players/2093823e/Daniel-Adu-Adjei;;FW;19;0;0;;;;;;;;;;
Premier League;Bournemouth;Matai Akinmboni;https://fbref.com/en/players/cfed08d5/Matai-Akinmboni;;DF;18;0;0;;;;;;;;;;
Premier League;Bournemouth;Jaidon Anthony;https://fbref.com/en/players/e4238fb1/Jaidon-Anthony;;FW,MF;25;0;0;;;;;;;;;;
Premier League;Bournemouth;Will Dennis;https://fbref.com/en/players/d8edc4be/Will-Dennis;;GK;24;0;0;;;;;;;;;;
Premier League;Bournemouth;Archie Harris;https://fbref.com/en/players/8eab81d9/Archie-Harris;;DF;20;0;0;;;;;;;;;;
Premier League;Bournemouth;Hamed Junior Traorè;https://fbref.com/en/players/570bb4b9/Hamed-Junior-Traore;;FW,MF;25;0;0;;;;;;;;;;
Premier League;Bournemouth;Callan Mckenna;https://fbref.com/en/players/9d316492/Callan-Mckenna;;GK;18;0;0;;;;;;;;;;
Premier League;Bournemouth;Dominic Sadi;https://fbref.com/en/players/54778940/Dominic-Sadi;;MF;21;0;0;;;;;;;;;;
Premier League;Bournemouth;Maxwell Wellings;https://fbref.com/en/players/ed46ab76/Maxwell-Wellings;;DF;20;0;0;;;;;;;;;;
Premier League;Brentford;Nathan Collins;https://fbref.com/en/players/a8c19eb8/Nathan-Collins;;DF;24;35;35;3,15;35.0;2;3;5;2;0;0;5;0
Premier League;Brentford;Bryan Mbeumo;https://fbref.com/en/players/6afaebf2/Bryan-Mbeumo;;FW;25;35;35;3,144;34.9;18;6;24;13;5;5;3;0
Premier League;Brentford;Mark Flekken;https://fbref.com/en/players/a92ab7be/Mark-Flekken;;GK;31;34;34;3,005;33.4;0;2;2;0;0;0;1;0
Premier League;Brentford;Keane Lewis-Potter;https://fbref.com/en/players/41f08ac8/Keane-Lewis-Potter;;DF,FW;24;35;33;2,839;31.5;1;3;4;1;0;0;6;0
Premier League;Brentford;Mikkel Damsgaard;https://fbref.com/en/players/215f3907/Mikkel-Damsgaard;;MF,FW;24;35;31;2,658;29.5;2;10;12;2;0;0;2;0
Premier League;Brentford;Yoane Wissa;https://fbref.com/en/players/2500cef9/Yoane-Wissa;;FW;28;32;31;2,65;29.4;18;3;21;18;0;0;2;0
Premier League;Brentford;Christian Nørgaard;https://fbref.com/en/players/df0a4c90/Christian-Norgaard;;MF;31;31;31;2,549;28.3;5;3;8;5;0;0;6;1
Premier League;Brentford;Vitaly Janelt;https://fbref.com/en/players/8449d35e/Vitaly-Janelt;;MF;26;32;27;2,254;25.0;1;3;4;1;0;0;3;0
Premier League;Brentford;Sepp van den Berg;https://fbref.com/en/players/7bf9400b/Sepp-van-den-Berg;;DF;23;28;26;2,316;25.7;0;0;0;0;0;0;2;0
Premier League;Brentford;Kevin Schade;https://fbref.com/en/players/52afb588/Kevin-Schade;;FW;23;35;23;2,069;23.0;10;2;12;10;0;0;3;0
Premier League;Brentford;Ethan Pinnock;https://fbref.com/en/players/e541326e/Ethan-Pinnock;;DF;31;22;21;1,913;21.3;2;0;2;2;0;0;2;0
Premier League;Brentford;Kristoffer Ajer;https://fbref.com/en/players/a8c0acb7/Kristoffer-Ajer;;DF;27;22;17;1,405;15.6;0;0;0;0;0;0;5;0
Premier League;Brentford;Yehor Yarmoliuk;https://fbref.com/en/players/907a5d7c/Yehor-Yarmoliuk;;MF;21;28;12;1,196;13.3;0;0;0;0;0;0;5;0
Premier League;Brentford;Mads Roerslev;https://fbref.com/en/players/57c94db2/Mads-Roerslev;;DF;25;19;11;1,101;12.2;0;2;2;0;0;0;2;0
Premier League;Brentford;Mathias Jensen;https://fbref.com/en/players/0f134faf/Mathias-Jensen;;MF;29;21;8;816;9.1;0;2;2;0;0;0;2;0
Premier League;Brentford;Fabio Carvalho;https://fbref.com/en/players/966e28d0/Fabio-Carvalho;;FW,MF;22;19;3;455;5.1;2;1;3;2;0;0;1;0
Premier League;Brentford;Michael Kayode;https://fbref.com/en/players/e19660a8/Michael-Kayode;;DF;20;9;3;291;3.2;0;1;1;0;0;0;1;0
Premier League;Brentford;Ben Mee;https://fbref.com/en/players/8df7a2fb/Ben-Mee;;DF;35;7;2;183;2.0;0;0;0;0;0;0;2;0
Premier League;Brentford;Hákon Rafn Valdimarsson;https://fbref.com/en/players/57a34cf4/Hakon-Rafn-Valdimarsson;;GK;23;2;1;145;1.6;0;0;0;0;0;0;0;0
Premier League;Brentford;Thiago;https://fbref.com/en/players/dc45ac24/Thiago;;FW;23;5;1;142;1.6;0;0;0;0;0;0;0;0
Premier League;Brentford;Edmond-Paris Maghoma;https://fbref.com/en/players/8a3ddcd2/Edmond-Paris-Maghoma;;MF,FW;23;8;0;119;1.3;0;0;0;0;0;0;0;0
Premier League;Brentford;Rico Henry;https://fbref.com/en/players/8a3c1dc7/Rico-Henry;;DF;27;4;0;83;0.9;0;0;0;0;0;0;0;0
Premier League;Brentford;Yunus Emre Konak;https://fbref.com/en/players/e02b5b36/Yunus-Emre-Konak;;FW,MF;19;9;0;41;0.5;0;0;0;0;0;0;0;0
Premier League;Brentford;Kim Jisoo;https://fbref.com/en/players/f4065d9e/Kim-Jisoo;;DF;20;3;0;30;0.3;0;0;0;0;0;0;0;0
Premier League;Brentford;Frank Onyeka;https://fbref.com/en/players/2944f86f/Frank-Onyeka;;MF;27;2;0;25;0.3;0;0;0;0;0;0;0;0
Premier League;Brentford;Gustavo Nunes;https://fbref.com/en/players/e504780f/Gustavo-Nunes;;FW,MF;19;3;0;12;0.1;0;0;0;0;0;0;0;0
Premier League;Brentford;Jayden Meghoma;https://fbref.com/en/players/07382f6c/Jayden-Meghoma;;DF;18;1;0;5;0.1;0;0;0;0;0;0;0;0
Premier League;Brentford;Ryan Trevitt;https://fbref.com/en/players/732327ae/Ryan-Trevitt;;MF;22;1;0;4;0.0;0;0;0;0;0;0;0;0
Premier League;Brentford;Benjamin Arthur;https://fbref.com/en/players/093f0923/Benjamin-Arthur;;DF;19;0;0;;;;;;;;;;
Premier League;Brentford;Julian Eyestone;https://fbref.com/en/players/e839dde1/Julian-Eyestone;;GK;19;0;0;;;;;;;;;;
Premier League;Brentford;Benjamin Fredrick;https://fbref.com/en/players/fde367e5/Benjamin-Fredrick;;DF;19;0;0;;;;;;;;;;
Premier League;Brentford;Iwan Morgan;https://fbref.com/en/players/ad31049a/Iwan-Morgan;;FW;19;0;0;;;;;;;;;;
Premier League;Brentford;Myles Peart-Harris;https://fbref.com/en/players/ea1a5662/Myles-Peart-Harris;;MF;22;0;0;;;;;;;;;;
Premier League;Brentford;Tony Yogane;https://fbref.com/en/players/4cccbed1/Tony-Yogane;;MF;19;0;0;;;;;;;;;;
Premier League;Brighton;Bart Verbruggen;https://fbref.com/en/players/cf134113/Bart-Verbruggen;;GK;22;33;33;2,97;33.0;0;1;1;0;0;0;5;0
Premier League;Brighton;Jan Paul van Hecke;https://fbref.com/en/players/4fd08daa/Jan-Paul-van-Hecke;;DF;24;31;30;2,688;29.9;1;1;2;1;0;0;8;1
Premier League;Brighton;Kaoru Mitoma;https://fbref.com/en/players/74618572/Kaoru-Mitoma;;FW,MF;27;33;28;2,521;28.0;9;3;12;9;0;0;1;0
Premier League;Brighton;Carlos Baleba;https://fbref.com/en/players/a1390d2f/Carlos-Baleba;;MF;21;31;28;2,403;26.7;3;1;4;3;0;0;8;1
Premier League;Brighton;Pervis Estupiñán;https://fbref.com/en/players/d38fdf53/Pervis-Estupinan;;DF;27;28;24;2,222;24.7;1;1;2;1;0;0;5;0
Premier League;Brighton;Lewis Dunk;https://fbref.com/en/players/282f75f3/Lewis-Dunk;;DF;33;25;23;2,083;23.1;0;0;0;0;0;0;5;0
Premier League;Brighton;João Pedro;https://fbref.com/en/players/e8832875/Joao-Pedro;;FW,MF;23;27;23;1,948;21.6;10;6;16;5;5;5;4;1
Premier League;Brighton;Danny Welbeck;https://fbref.com/en/players/ce5143da/Danny-Welbeck;;FW;34;28;22;1,942;21.6;9;4;13;9;0;0;5;0
Premier League;Brighton;Jack Hinshelwood;https://fbref.com/en/players/e98211e7/Jack-Hinshelwood;;DF,MF;20;23;21;1,744;19.4;2;2;4;2;0;0;5;0
Premier League;Brighton;Yasin Ayari;https://fbref.com/en/players/f173303a/Yasin-Ayari;;MF;21;31;19;1,759;19.5;1;1;2;1;0;0;3;0
Premier League;Brighton;Joël Veltman;https://fbref.com/en/players/dad4b285/Joel-Veltman;;DF;33;20;19;1,665;18.5;0;0;0;0;0;0;4;0
Premier League;Brighton;Georginio Rutter;https://fbref.com/en/players/c64c01fc/Georginio-Rutter;;MF,FW;23;28;19;1,656;18.4;5;3;8;5;0;0;2;0
Premier League;Brighton;Yankuba Minteh;https://fbref.com/en/players/c3cf087d/Yankuba-Minteh;;FW,MF;20;29;17;1,587;17.6;6;4;10;6;0;0;6;0
Premier League;Brighton;Simon Adingra;https://fbref.com/en/players/4dcec659/Simon-Adingra;;FW,MF;23;26;10;956;10.6;2;1;3;2;0;0;0;0
Premier League;Brighton;Matt O'Riley;https://fbref.com/en/players/fb495bb8/Matt-ORiley;;MF;24;18;10;847;9.4;1;1;2;1;0;0;1;0
Premier League;Brighton;Igor;https://fbref.com/en/players/a4e85758/Igor;;DF;27;12;9;903;10.0;0;0;0;0;0;0;4;0
Premier League;Brighton;Tariq Lamptey;https://fbref.com/en/players/f4e433d4/Tariq-Lamptey;;DF;24;14;9;802;8.9;2;2;4;2;0;0;0;0
Premier League;Brighton;Adam Webster;https://fbref.com/en/players/c40b6180/Adam-Webster;;DF;30;11;8;617;6.9;0;0;0;0;0;0;0;0
Premier League;Brighton;Mats Wieffer;https://fbref.com/en/players/4876c9ab/Mats-Wieffer;;MF,DF;25;22;7;745;8.3;1;3;4;1;0;0;5;0
Premier League;Brighton;Brajan Gruda;https://fbref.com/en/players/ae9b998d/Brajan-Gruda;;FW,MF;20;18;6;508;5.6;0;3;3;0;0;0;0;0
Premier League;Brighton;Ferdi Kadioglu;https://fbref.com/en/players/66c52a77/Ferdi-Kadioglu;;DF,MF;25;6;5;385;4.3;1;0;1;1;0;0;1;0
Premier League;Brighton;Diego Gómez;https://fbref.com/en/players/916728da/Diego-Gomez;;MF;22;13;4;441;4.9;0;0;0;0;0;0;0;0
Premier League;Brighton;James Milner;https://fbref.com/en/players/2f90f6b8/James-Milner;;MF;39;3;3;169;1.9;0;0;0;0;0;0;1;0
Premier League;Brighton;Julio Enciso;https://fbref.com/en/players/9cfbad36/Julio-Enciso;;MF,FW;21;12;2;294;3.3;0;0;0;0;0;0;0;0
Premier League;Brighton;Evan Ferguson;https://fbref.com/en/players/4596da74/Evan-Ferguson;;FW;20;13;2;246;2.7;1;0;1;1;0;0;0;0
Premier League;Brighton;Jason Steele;https://fbref.com/en/players/28300a16/Jason-Steele;;GK;34;2;2;180;2.0;0;0;0;0;0;0;0;0
Premier League;Brighton;Solly March;https://fbref.com/en/players/bb5fbd2b/Solly-March;;FW,MF;30;8;1;168;1.9;0;0;0;0;0;0;2;0
Premier League;Brighton;Billy Gilmour;https://fbref.com/en/players/df10e27c/Billy-Gilmour;;MF;23;2;1;98;1.1;0;0;0;0;0;0;0;0
Premier League;Brighton;Eiran Cashin;https://fbref.com/en/players/f557c3b8/Eiran-Cashin;;DF;23;2;0;20;0.2;0;0;0;0;0;0;0;0
Premier League;Brighton;Jakub Moder;https://fbref.com/en/players/f230bc30/Jakub-Moder;;MF;26;4;0;11;0.1;0;0;0;0;0;0;0;0
Premier League;Brighton;Jeremy Sarmiento;https://fbref.com/en/players/ac0d576d/Jeremy-Sarmiento;;MF;22;1;0;9;0.1;0;0;0;0;0;0;0;0
Premier League;Brighton;Valentín Barco;https://fbref.com/en/players/b9f282ec/Valentin-Barco;;MF;20;0;0;;;;;;;;;;
Premier League;Brighton;Killian Cahill;https://fbref.com/en/players/4352b7be/Killian-Cahill;;GK;21;0;0;;;;;;;;;;
Premier League;Brighton;Harry Howell;https://fbref.com/en/players/d8a7e52c/Harry-Howell;;FW;16;0;0;;;;;;;;;;
Premier League;Brighton;Joe Knight;https://fbref.com/en/players/16168a0f/Joe-Knight;;MF;19;0;0;;;;;;;;;;
Premier League;Brighton;Ruairi Mcconville;https://fbref.com/en/players/1a28b886/Ruairi-Mcconville;;DF;20;0;0;;;;;;;;;;
Premier League;Brighton;Mark O'Mahony;https://fbref.com/en/players/a3afdd69/Mark-OMahony;;FW;20;0;0;;;;;;;;;;
Premier League;Brighton;Carl Rushworth;https://fbref.com/en/players/810912d5/Carl-Rushworth;;GK;23;0;0;;;;;;;;;;
Premier League;Brighton;Imari Samuels;https://fbref.com/en/players/8218e831/Imari-Samuels;;DF;22;0;0;;;;;;;;;;
Premier League;Brighton;Freddie Simmonds;https://fbref.com/en/players/c1a271b9/Freddie-Simmonds;;DF;17;0;0;;;;;;;;;;
Premier League;Brighton;Jacob Slater;https://fbref.com/en/players/a4a51de9/Jacob-Slater;;DF;20;0;0;;;;;;;;;;
Premier League;Brighton;Charlie Tasker;https://fbref.com/en/players/c155dd7d/Charlie-Tasker;;DF;19;0;0;;;;;;;;;;
Premier League;Fulham;Bernd Leno;https://fbref.com/en/players/2628fd2b/Bernd-Leno;;GK;33;35;35;3,15;35.0;0;1;1;0;0;0;4;0
Premier League;Fulham;Antonee Robinson;https://fbref.com/en/players/289601e6/Antonee-Robinson;;DF;27;34;33;2,989;33.2;0;10;10;0;0;0;8;0
Premier League;Fulham;Alex Iwobi;https://fbref.com/en/players/6ca5ec4b/Alex-Iwobi;;FW,MF;29;35;33;2,796;31.1;9;6;15;9;0;0;1;0
Premier League;Fulham;Calvin Bassey;https://fbref.com/en/players/a36524bf/Calvin-Bassey;;DF;25;33;32;2,894;32.2;1;0;1;1;0;0;7;0
